"";"owner";"name";"creation_date";"issues.total_count";"issues.avg_closed_time";"total_code_lines";"PAI";"popular_languages_count";"BF";"license";"license_f";"languages.Ruby";"languages.Puppet";"languages.HTML";"languages.Shell";"languages.Pascal";"languages.JavaScript";"languages.Python";"languages.CSS";"languages.Makefile";"languages.Java";"languages.Objective-C";"languages.C++";"languages.Objective-C++";"languages.C";"languages.Assembly";"languages.IDL";"languages.Kotlin";"languages.Batchfile";"languages.Prolog";"languages.TypeScript";"languages.Jupyter Notebook";"languages.Go";"languages.CMake";"languages.PureBasic";"languages.LLVM";"languages.Perl";"languages.PHP";"languages.Perl 6";"languages.PowerShell";"languages.Vim script";"languages.Tcl";"languages.DIGITAL Command Language";"languages.Roff";"languages.C#";"languages.DTrace";"languages.R";"languages.M4";"languages.Lex";"languages.Yacc";"languages.GDB";"languages.XSLT";"languages.Awk";"languages.GAP";"languages.Lua";"languages.SourcePawn";"languages.PLpgSQL";"languages.SQLPL";"languages.ActionScript";"languages.PLSQL";"languages.Logos";"languages.Emacs Lisp";"languages.POV-Ray SDL";"languages.AngelScript";"languages.Visual Basic";"languages.Inno Setup";"languages.Groovy";"languages.Clojure";"languages.F#";"languages.CoffeeScript";"languages.Rust";"languages.ShaderLab";"languages.Swift";"languages.HLSL";"languages.Io";"languages.Ragel";"languages.GCC Machine Description";"languages.TeX";"languages.Forth";"languages.SuperCollider";"languages.AGS Script";"languages.Mathematica";"languages.1C Enterprise";"languages.XS";"languages.PostScript";"languages.Haskell";"languages.Turing";"languages.IGOR Pro";"languages.M";"languages.KRL";"languages.Scheme";"languages.Max";"languages.Meson";"languages.Limbo";"languages.D";"languages.Module Management System";"languages.Rebol";"languages.GLSL";"languages.BitBake";"languages.PAWN";"languages.OpenEdge ABL";"languages.EmberScript";"languages.Scilab";"languages.ChucK";"languages.Terra";"languages.Bison";"languages.UnrealScript";"languages.ASP";"languages.Erlang";"languages.ApacheConf";"languages.Haxe";"languages.Groff";"languages.QMake";"languages.QML";"languages.Smarty";"languages.Arduino";"languages.NSIS";"languages.FreeMarker";"languages.RAML";"languages.SAS";"languages.WebAssembly";"languages.Smalltalk";"languages.Nix";"languages.AppleScript";"languages.MTML";"languages.Boo";"languages.ANTLR";"languages.AMPL";"languages.NewLisp";"languages.SystemVerilog";"languages.Ada";"languages.Fortran";"languages.Pure Data";"languages.OCaml";"languages.Standard ML";"languages.Brainfuck";"languages.Matlab";"languages.Common Lisp";"languages.Fancy"
"26";"libarchive";"libarchive";"2012-01-19T18:16:02Z";788;37;153048;"Moderate";4;3;"BSD 3-clause ""New"" or ""Revised"" License";"0";"FALSE";"FALSE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"TRUE";"FALSE";"TRUE";"TRUE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE"
"27";"ruby";"rake";"2014-05-21T21:11:31Z";211;52;9386;"Moderate";2;4;"MIT License";"0";"TRUE";"FALSE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE"
"28";"premake";"premake-core";"2015-03-21T14:08:15Z";874;32;236039;"High";5;3;"BSD 4-clause (University of California-Specific)";"0";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"TRUE";"TRUE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"TRUE";"FALSE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"TRUE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE"
"29";"curl";"curl";"2010-03-18T22:32:22Z";2093;19;260026;"Very High";4;1;"MIT License";"0";"FALSE";"FALSE";"FALSE";"TRUE";"FALSE";"FALSE";"TRUE";"FALSE";"TRUE";"FALSE";"FALSE";"TRUE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"TRUE";"FALSE";"FALSE";"TRUE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"TRUE";"FALSE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE"
"30";"chfoo";"wpull";"2013-12-07T13:03:15Z";255;42;36054;"Very Low";4;2;"GNU General Public License v3.0 or later";"1";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"TRUE";"TRUE";"TRUE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE"
"31";"pycurl";"pycurl";"2013-08-03T20:56:39Z";453;32;14435;"Moderate";4;3;"GNU Library or ""Lesser"" GPL (LGPL)";"1";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"TRUE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE"
"32";"Razor-qt";"razor-qt";"2011-06-30T09:16:12Z";664;134;149658;"Very Low";6;5;"GNU General Public License v2.0 or later";"1";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"TRUE";"TRUE";"TRUE";"FALSE";"FALSE";"TRUE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"TRUE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE"
"33";"ExpressoBrowser";"ExpressoBrowser";"2011-03-20T23:08:36Z";0;0;34078;"Inactive";3;2;"BSD 4-clause (University of California-Specific)";"0";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"TRUE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE"
"34";"jiazhang0";"grub-efi";"2015-06-26T06:04:16Z";0;0;70428;"Inactive";3;2;"GNU General Public License v2.0 or later";"1";"FALSE";"FALSE";"FALSE";"TRUE";"FALSE";"FALSE";"TRUE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE"
"35";"chenall";"grub4dos";"2011-08-23T14:25:25Z";117;22;77520;"Very Low";2;2;"GPL 2";"1";"FALSE";"FALSE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE"
"36";"kexecboot";"kexecboot";"2012-04-24T12:54:15Z";0;0;11452;"Not Available";3;2;NA;NA;"FALSE";"FALSE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"TRUE";"FALSE";"FALSE";"TRUE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE"
"37";"ubiety";"xmpp";"2008-11-21T02:03:13Z";22;32;3983;"Not Available";1;2;"GNU General Public License v3.0 or later";"1";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE"
"38";"jitsi";"jitsi";"2013-04-24T17:37:20Z";315;73;362816;"Moderate";6;5;"GNU Library or ""Lesser"" GPL (LGPL)";"1";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"FALSE";"TRUE";"TRUE";"TRUE";"TRUE";"TRUE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE"
"39";"0xd34df00d";"leechcraft";"2009-02-02T13:52:45Z";349;7;680745;"Not Available";7;2;"GNU General Public License v3.0 or later";"1";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"TRUE";"TRUE";"TRUE";"FALSE";"FALSE";"TRUE";"TRUE";"TRUE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE"
"40";"BetterCrypto";"Applied-Crypto-Hardening";"2013-12-02T23:01:28Z";138;21;253320;"Not Available";1;6;NA;NA;"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE"
